patent,abstract,title
08345621,,"Method and apparatus for transmitting signals according to the segmented access",
08345622,,"Method for transmitting and receiving MAP in wireless mobile communication system and system therefor",
08345623,,"Unified synchronous ranging channel design and allocation in wireless OFDMA systems",
08345624,,"Methods and apparatus to provide extended voice over internet protocol (VoIP) services",
08345625,,"Apparatus and method of handover for mobile node",
08345626,,"Handover method for minimizing packet call reconnection delay time between different mobile communication schemes and multi-mode terminal for the same",
08345627,,"Fast synchronised transparent handover method and system",
08345628,,"Method and apparatus for mobile internet protocol registering or deregistering",
08345629,,"Method for ARQ-enabled pre-transmissions in multicast and broadcast services of relay networks utilizing the idle periods",
08345630,,"Method of carrier reselection for providing selective traffic redirection",
08345631,,"Mobile communication system, wireless base station, and transmission rate allocation method",
08345632,,"Method and arrangement for processing mobile station history information in a wireless communication system",
08345633,,"Method of identification of a femtocell base station as a handover target, and apparatus therefor",
08345634,,"Method and apparatus for supporting co-located coexistence mode",
08345635,,"Access control method, access control apparatus and communication system",
08345636,,"Base station, mobile station, and propagation path measuring signal transmission control method",
08345637,,"Wireless communications system that supports multiple modes of operation",
08345638,,"Method of maintaining broadcast service continuity",
08345639,,"Broad propagation pattern antenna",
08345640,,"Method and device to use a mobile terminal with a new subscription",
08345641,,"Radio communication system using multi-antenna transmission technique, and multi-user scheduler therefor",
08345642,,"Mobile communications network",
08345643,,"Exception processing for wireless roaming",
08345644,,"Wireless communication method and system for configuring radio access bearers for enhanced uplink services",
08345645,,"WLAN access controller packet buffering",
08345646,,"Access terminal conditionally opening a data session",
08345647,,"Flexible multicast and/or broadcast listening intervals",
08345648,,"Wireless base station, wireless communication terminal, and wireless communication system",
08345649,,"Method for indication of consecutive data units in a RAN",
08345650,,"Access node/gateway to access node/gateway layer-2 connectivity (end-to-end)",
08345651,,"Methods and apparatus for overlapping MIMO antenna physical sectors",
08345652,,"Coexistence system and method for wireless network devices",
08345653,,"Wireless RFID networking systems and methods",
08345654,,"Method for reducing intra-cell interference between cell phones performing random access",
08345655,,"Techniques for improving control channel acquisition in a wireless communication system",
08345656,,"Recalculating airtime quota in WLAN to use up bandwidth",
08345657,,"Method and device of transmitting and parsing data in wireless communication network",
08345658,,"Mobile communication terminal with GPS function, positioning system, operation control method, and program",
08345659,,"Unified synchronous ranging channel structure and ranging code generation and detection in wireless OFDMA systems",
08345660,,"Wireless mesh network controller synchronization",
08345661,,"Method for sending physical hybrid ARQ indicator channel signals in a downlink pilot time slot",
08345662,,"Method, mobile terminal, system and computer program product for real time content attributing",
08345663,,"Distributed cabin interphone system for a vehicle",
08345664,,"IP communication apparatus",
08345665,,"Text to speech conversion of text messages from mobile communication devices",
